episode_id,step,cart_velocity,pole_angular_velocity,pole_angle,cart_position,motor_command,reward,done
28000000,0,0.17135754,0,-0.0027777776,0,-0.2916959,-7.6154356E-05,0
28000000,1,0.15689337,0.020737935,-0.08164704,0.002614868,-0.9439532,-0.07009718,0
28000000,2,0.12315803,0.017760467,-0.08070481,0.0046674805,-0.9439532,-0.06744861,0
28000000,3,0.08942268,0.02673782,-0.07928633,0.006157837,-0.9439532,-0.06921159,0
28000000,4,0.055687338,0.03575362,-0.07738954,0.0070859375,-0.9439532,-0.07191878,0
28000000,5,0.021951996,0.044829834,-0.075011246,0.007451782,-0.9439532,-0.07565808,0
28000000,6,-0.011783348,0.053988207,-0.07214708,0.007255371,-0.9439532,-0.08054687,0
28000000,7,-0.045518693,0.06324957,-0.06879158,0.006496704,-0.9439532,-0.08673194,0
28000000,8,-0.07925404,0.07263491,-0.06493818,0.0051757814,-0.02131772,-0.09439151,0
28000000,9,-0.08157517,0.070658386,-0.061189637,0.003816162,-0.02131772,-0.08688685,0
28000000,10,-0.08389631,0.068838164,-0.05753766,0.0024178466,-0.02131772,-0.080063984,0
28000000,11,-0.08621745,0.06716998,-0.053974178,0.000980835,-0.02131772,-0.0738708,0
28000000,12,-0.08853858,0.06564609,-0.050491545,0.000494751,-0.02131772,-0.068255745,0
28000000,13,-0.09085972,0.06426897,-0.047081973,0.0020090332,-0.02131772,-0.063185096,0
28000000,14,-0.09318086,0.06303172,-0.043738034,0.0035620118,-0.02131772,-0.058617026,0
28000000,15,-0.09550199,0.06193193,-0.040452443,0.0051536867,0.19747043,-0.05451955,0
28000000,16,-0.0905203,0.05825621,-0.037361857,0.0066623534,0.19747043,-0.04773712,0
28000000,17,-0.08553861,0.054713935,-0.034459196,0.008088013,0.19747043,-0.04168838,0
28000000,18,-0.08055692,0.051296674,-0.031737823,0.009430664,0.19747043,-0.036299508,0
28000000,19,-0.07557523,0.047997914,-0.029191455,0.010690307,0.19747043,-0.03150544,0
28000000,20,-0.07059354,0.04480742,-0.026814347,0.011866821,0.19747043,-0.027243795,0
28000000,21,-0.065611854,0.041723855,-0.024600828,0.012960327,0.19747043,-0.023465876,0
28000000,22,-0.060630165,0.038737915,-0.022545716,0.013970825,0.19747043,-0.020120665,0
28000000,23,-0.055648476,0.03584265,-0.020644203,0.014898315,0.19747043,-0.017164195,0
28000000,24,-0.050666787,0.033032373,-0.018891785,0.015742797,0.19747043,-0.014557751,0
28000000,25,-0.045685098,0.030300472,-0.017284293,0.016504273,0.19747043,-0.012265895,0
28000000,26,-0.04070341,0.02763835,-0.015818032,0.017182617,0.19747043,-0.01025588,0
28000000,27,-0.03572172,0.02504628,-0.014489286,0.017777953,0.19747043,-0.008503208,0
28000000,28,-0.030740028,0.022515971,-0.013294775,0.018290283,-0.34536165,-0.006981421,0
28000000,29,-0.04708888,0.02801258,-0.011808662,0.019075073,-0.34536165,-0.009405238,0
28000000,30,-0.06343773,0.033547726,-0.0100289,0.020132324,-0.34536165,-0.012449827,0
28000000,31,-0.07978658,0.039135147,-0.007952715,0.021462157,-0.34536165,-0.01617012,0
28000000,32,-0.09613542,0.04477976,-0.0055770753,0.023064453,-0.34536165,-0.020625236,0
28000000,33,-0.11248427,0.05049572,-0.002898194,0.02493921,-0.34536165,-0.02589206,0
28000000,34,-0.12883312,0.056293827,8.828642E-05,0.027086426,-0.34536165,-0.032056864,0
28000000,35,-0.14518195,0.0621848,0.0033872926,0.029506104,-0.34536165,-0.03921804,0
28000000,36,-0.16153081,0.06817982,0.007004346,0.032198243,-0.34536165,-0.047487456,0
28000000,37,-0.17787966,0.07429164,0.010945639,0.035162963,-0.34536165,-0.05699314,0
28000000,38,-0.1942285,0.08052631,0.015217692,0.038400147,-0.34536165,-0.06786773,0
28000000,39,-0.21057735,0.086896844,0.019827712,0.04190979,-0.34536165,-0.08026895,0
28000000,40,-0.2269262,0.09341339,0.024783447,0.045691896,-0.34536165,-0.09436658,0
28000000,41,-0.24327505,0.100085914,0.03009317,0.04974646,-0.92668116,-0.11034716,0
28000000,42,-0.2768132,0.113326594,0.03610534,0.054359984,-0.92668116,-0.14277266,0
28000000,43,-0.31035134,0.12671652,0.042827867,0.05953247,-0.92668116,-0.18044591,0
28000000,44,-0.3438895,0.14027114,0.050269473,0.06526392,-0.92668116,-0.2238303,0
28000000,45,-0.37742764,0.15400569,0.05843973,0.07155432,-0.92668116,-0.27344427,0
28000000,46,-0.4109658,0.16793446,0.067348935,0.07840381,-0.92668116,-0.32986075,0
28000000,47,-0.44450393,0.18206106,0.07700757,0.085812256,-0.92668116,-0.39367256,0
28000000,48,-0.4780421,0.19639477,0.08742664,0.09377966,-0.92668116,-0.46554393,0
28000000,49,-0.5115802,0.21093738,0.09861721,0.10230603,-0.92668116,-0.54616445,0
28000000,50,-0.5451184,0.22568798,0.11059033,0.11139136,0.033904195,-0.6362621,0
28000000,51,-0.5451184,0.22884512,0.122730955,0.120476685,0.033904195,-0.679623,0
28000000,52,-0.5451184,0.23242033,0.13506123,0.129562,0.033904195,-0.728622,0
28000000,53,-0.5451184,0.23640934,0.14760314,0.13864733,0.033904195,-0.7835313,0
28000000,54,-0.5451184,0.2408081,0.16037841,0.14773266,0.033904195,-0.8446564,0
28000000,55,-0.5451184,0.24561226,0.17340854,0.15681799,0.033904195,-0.91233397,0
28000000,56,-0.5451184,0.2508167,0.18671477,0.16590331,0.033904195,-0.9869303,0
28000000,57,-0.5451184,0.2564159,0.20031805,0.17498864,0.033904195,-1.0688426,0
28000000,58,-0.5451184,0.2624024,0.21423891,0.18407397,0.033904195,-1.1584901,0
28000000,59,-0.5451184,0.26876858,0.22849752,0.1931593,-0.28934354,-1.2563238,0
28000000,60,-0.55949795,0.27955714,0.24332848,0.20248425,-0.28934354,-1.3863888,0
28000000,61,-0.57387745,0.2905168,0.25874087,0.21204883,-0.28934354,-1.5272214,0
28000000,62,-0.58825696,0.3016278,0.27474275,0.22185315,-0.28934354,-1.679396,0
28000000,63,-0.60263646,0.31286007,0.29134047,0.2318971,-0.28934354,-1.8434274,0
28000000,64,-0.617016,0.32418537,0.30853903,0.24218066,-0.28934354,-2.0198376,0
28000000,65,-0.6313955,0.33557174,0.3263417,0.25270396,-0.28934354,-2.2091157,0
28000000,66,-0.645775,0.3469774,0.34474942,0.26346692,-0.687343,-2.4116647,0
28000000,67,-0.6727476,0.36056906,0.3638782,0.2746794,-0.687343,-2.6446333,0
28000000,68,-0.6997202,0.37382057,0.38371,0.28634137,-0.687343,-2.8915489,0
28000000,69,-0.7266928,0.38666445,0.40422317,0.29845294,-0.687343,-3.152289,0
28000000,70,-0.7536654,0.39902818,0.4253923,0.31101403,-0.687343,-3.4265897,0
28000000,71,-0.780638,0.41083765,0.44718793,0.32402465,-0.687343,-3.714066,0
28000000,72,-0.8076106,0.42201632,0.4695766,0.33748487,-0.687343,-4.0141954,0
28000000,73,-0.83458316,0.4324854,0.49252063,0.3513946,-0.687343,-4.32631,0
28000000,74,-0.8615558,0.44216698,0.51597834,0.36575386,0.43495858,-4.6496253,1
28000000,75,-0.8466777,0.45176998,0.5399454,0.3798651,0.43495858,-4.990505,1
28000000,76,-0.8317997,0.46160048,0.5644341,0.39372846,0.43495858,-5.3525777,1
28000000,77,-0.81692165,0.47158775,0.58945256,0.4073438,0.43495858,-5.736152,1
28000000,78,-0.80204356,0.4816553,0.6150052,0.4207112,0.43495858,-6.141412,1
28000000,79,-0.7871655,0.491721,0.64109176,0.43383062,0.43495858,-6.568394,1
28000000,80,-0.7722875,0.5016998,0.6677078,0.4467021,0.43495858,-7.0170016,1
28000000,81,-0.75740945,0.5115004,0.69484377,0.45932555,0.43495858,-7.48694,1
28000000,82,-0.74253136,0.5210284,0.7224852,0.47170112,0.43495858,-7.9777403,1
28000000,83,-0.7276533,0.5301887,0.75061256,0.48382866,0.43495858,-8.488771,1
28000000,84,-0.7127753,0.5388831,0.77920127,0.49570826,0.43495858,-9.01919,1
28000000,85,-0.6978972,0.54701316,0.8082212,0.50733984,0.6286197,-9.567969,1
28000000,86,-0.67659944,0.55646026,0.8377423,0.5186165,0.6286197,-10.157571,1
28000000,87,-0.65530163,0.56524146,0.8677293,0.5295382,0.6286197,-10.766544,1
28000000,88,-0.6340038,0.5732463,0.8981409,0.5401049,0.6286197,-11.393357,1
28000000,89,-0.61270607,0.58036846,0.92893046,0.5503167,0.6286197,-12.036299,1
28000000,90,-0.59140825,0.58651084,0.9600458,0.5601735,0.6286197,-12.693543,1
28000000,91,-0.5701105,0.5915813,0.99143016,0.5696753,0.6286197,-13.363117,1
28000000,92,-0.5488127,0.5954994,-0.9769776,0.5788222,0.070816875,-13.134105,1
28000000,93,-0.5488127,0.5902499,-0.9456638,0.58796906,-0.9267137,-12.482994,1
28000000,94,-0.5823517,0.5715972,-0.91533965,0.5976749,-0.9267137,-11.715057,1
28000000,95,-0.6158907,0.5524144,-0.8860331,0.6079398,-0.9267137,-10.984592,1
28000000,96,-0.6494297,0.5328333,-0.8577655,0.6187636,-0.9267137,-10.292224,1
28000000,97,-0.6829687,0.51298165,-0.83055097,0.63014644,0.262357,-9.638246,1
28000000,98,-0.6748617,0.50639635,-0.8036858,0.6413941,0.262357,-9.144951,1
28000000,99,-0.66675484,0.49887842,-0.7772195,0.6525067,0.262357,-8.663612,1
28000000,100,-0.6586479,0.49048418,-0.75119853,0.6634842,0.262357,-8.195263,1
28000000,101,-0.65054095,0.48127428,-0.72566617,0.67432654,0.262357,-7.740856,1
28000000,102,-0.642434,0.471314,-0.7006622,0.68503374,0.262357,-7.3012652,1
28000000,103,-0.6343271,0.46067095,-0.67622286,0.6956059,0.262357,-6.877258,1
28000000,104,-0.62622017,0.44941717,-0.6523806,0.7060429,0.262357,-6.469514,1
28000000,105,-0.6181132,0.4376214,-0.62916404,0.7163448,0.6574364,-6.0785575,1
28000000,106,-0.5959236,0.42743248,-0.60648805,0.7262769,0.6574364,-5.721039,1
28000000,107,-0.5737339,0.416466,-0.5843938,0.7358391,0.6574364,-5.375798,1
28000000,108,-0.5515443,0.40479174,-0.56291896,0.7450315,0.6574364,-5.0435576,1
28000000,109,-0.5293547,0.39247903,-0.54209733,0.75385404,0.6574364,-4.724921,1
28000000,110,-0.507165,0.37959686,-0.52195907,0.7623068,0.6574364,-4.4203815,1
28000000,111,-0.4849754,0.36621195,-0.50253093,0.7703898,0.6574364,-4.1303062,1
28000000,112,-0.46278578,0.35238853,-0.48383614,0.7781028,0.6574364,-3.8549476,0
28000000,113,-0.44059613,0.3381881,-0.4658947,0.7854461,0.38104248,-3.5944507,0
28000000,114,-0.4276847,0.32403892,-0.4487039,0.7925742,0.38104248,-3.3511982,0
28000000,115,-0.41477326,0.30980617,-0.4322682,0.79948705,0.38104248,-3.1235816,0
28000000,116,-0.40186182,0.2955288,-0.41658992,0.8061848,0.38104248,-2.9111814,0
28000000,117,-0.38895038,0.2812408,-0.40166965,0.8126673,0.38104248,-2.713525,0
28000000,118,-0.37603894,0.26697248,-0.3875063,0.81893456,0.38104248,-2.530101,0
28000000,119,-0.3631275,0.25275034,-0.37409747,0.8249867,0.95285606,-2.3603692,0
28000000,120,-0.3324198,0.23603158,-0.3615756,0.8305271,0.95285606,-2.1923184,0
28000000,121,-0.3017121,0.21917334,-0.34994808,0.8355556,0.95285606,-2.038114,0
28000000,122,-0.2710044,0.20221043,-0.33922046,0.8400724,0.95285606,-1.897452,0
28000000,123,-0.24029669,0.18517256,-0.32939675,0.8440773,-0.07405716,-1.769996,0
28000000,124,-0.24571094,0.17498589,-0.32011345,0.8481725,-0.07405716,-1.6772633,0
28000000,125,-0.2511252,0.16507302,-0.31135607,0.8523579,0.7118827,-1.5925332,0
28000000,126,-0.22728516,0.14931616,-0.3034346,0.856146,-0.009920061,-1.498166,0
28000000,127,-0.22874075,0.13909373,-0.29605547,0.85995835,-0.009920061,-1.4282942,0
28000000,128,-0.23019636,0.12908849,-0.2892071,0.8637949,-0.115912974,-1.3652103,0
28000000,129,-0.23763731,0.12066901,-0.28280538,0.8677556,-0.115912974,-1.31147,0
28000000,130,-0.24507828,0.11248149,-0.27683806,0.87184024,-0.115912974,-1.2629734,0
28000000,131,-0.25251925,0.104516245,-0.2712933,0.8760488,-0.115912974,-1.2193707,0
28000000,132,-0.2599602,0.09676303,-0.26615986,0.8803815,-0.115912974,-1.18034,0
28000000,133,-0.26740116,0.089210264,-0.2614271,0.8848383,-0.115912974,-1.1455837,0
