episode_id,step,cart_velocity,pole_angular_velocity,pole_angle,cart_position,motor_command,reward,done
7000000,0,0.05399985,0,-0.0027777776,0,-0.23355907,-7.6154356E-05,0
7000000,1,0.045283243,-0.26864296,0.08196536,0.00075476075,-0.23355907,-0.787998,0
7000000,2,0.036566634,-0.09980564,0.076670505,0.0013642578,-0.23355907,-0.15762974,0
7000000,3,0.02785003,-0.09318857,0.07172671,0.0018283691,-0.23355907,-0.13761914,0
7000000,4,0.019133426,-0.08678092,0.06712283,0.0021472168,-0.23355907,-0.119778834,0
7000000,5,0.0104168225,-0.08056803,0.06284857,0.0023208007,-0.23355907,-0.10389913,0
7000000,6,0.0017002182,-0.07453756,0.058894224,0.002349121,-0.23355907,-0.08979426,0
7000000,7,-0.007016386,-0.06867741,0.055250775,0.0022321776,-0.23355907,-0.07729678,0
7000000,8,-0.01573299,-0.06297611,0.051909786,0.0019699708,-0.23355907,-0.06625674,0
7000000,9,-0.024449594,-0.05742216,0.04886345,0.0015625,-0.23355907,-0.056539297,0
7000000,10,-0.0331662,-0.052005064,0.04610449,0.0010097657,-0.23355907,-0.048024848,0
7000000,11,-0.041882806,-0.046713166,0.043626282,0.00031176757,-0.23355907,-0.040605593,0
7000000,12,-0.05059941,-0.04153285,0.041422896,0.0005316162,-0.23355907,-0.034184746,0
7000000,13,-0.059316017,-0.036458656,0.039488703,0.0015202637,0.3523389,-0.028683737,0
7000000,14,-0.04961209,-0.038315635,0.037456,0.002347168,0.9079374,-0.028530214,0
7000000,15,-0.011569988,-0.05077523,0.034762286,0.0025400391,0.9079374,-0.03771106,0
7000000,16,0.026472114,-0.06330543,0.03140383,0.002098877,0.9079374,-0.049811386,0
7000000,17,0.06451422,-0.075933635,0.027375424,0.0010236816,0.9079374,-0.06505611,0
7000000,18,0.10255632,-0.08868515,0.022670532,0.0006855469,0.9079374,-0.08372331,0
7000000,19,0.14059842,-0.10158452,0.017281305,0.0030288086,0.9079374,-0.106146224,0
7000000,20,0.17864051,-0.11465603,0.011198614,0.0060061035,0.9079374,-0.13271582,0
7000000,21,0.21668261,-0.12792066,0.0044122124,0.009617432,0.9079374,-0.16387533,0
7000000,22,0.2547247,-0.14139906,-0.0030892412,0.013862793,0.9079374,-0.20012723,0
7000000,23,0.2927668,-0.1551108,-0.011318126,0.018742187,0.9079374,-0.24203359,0
7000000,24,0.33080894,-0.16907068,-0.020287609,0.024255615,0.9079374,-0.2902053,0
7000000,25,0.36885104,-0.1832926,-0.030011576,0.030403076,0.9079374,-0.34531346,0
7000000,26,0.40689316,-0.19778717,-0.04050451,0.03718457,0.70992434,-0.4080812,0
7000000,27,0.43391374,-0.20847416,-0.051564407,0.044416502,0.70992434,-0.46184334,0
7000000,28,0.46093428,-0.21947742,-0.06320805,0.052098755,0.70992434,-0.5224921,0
7000000,29,0.48795485,-0.23079947,-0.075452335,0.060231324,0.70992434,-0.590686,0
7000000,30,0.5149754,-0.24243815,-0.08831408,0.06881421,0.70992434,-0.66710705,0
7000000,31,0.54199594,-0.2543909,-0.10180993,0.07784753,0.70992434,-0.75247854,0
7000000,32,0.5690165,-0.2666436,-0.115955815,0.087331176,0.70992434,-0.8475058,0
7000000,33,0.5960371,-0.27918676,-0.13076714,0.09726514,0.86463165,-0.95295334,0
7000000,34,0.63159734,-0.2949309,-0.1464137,0.10779175,0.86463165,-1.0872264,0
7000000,35,0.6622428,-0.30919576,-0.16281706,0.1188291,0.86463165,-1.2247176,0
7000000,36,0.6622428,-0.31365055,-0.17945674,0.12986645,0.86463165,-1.3100474,0
7000000,37,0.6622428,-0.31862643,-0.1963604,0.14090382,0.86463165,-1.4057013,0
7000000,38,0.6622428,-0.3241078,-0.21355484,0.15194117,0.86463165,-1.5121117,0
7000000,39,0.6622428,-0.3300761,-0.23106594,0.16297852,0.86463165,-1.6297361,0
7000000,40,0.6622428,-0.3365126,-0.24891847,0.17401586,-0.77740246,-1.7590728,0
7000000,41,0.6262282,-0.33383748,-0.2666291,0.184453,-0.77740246,-1.8331269,0
7000000,42,0.59021354,-0.33218902,-0.2842523,0.19428992,-0.77740246,-1.9198276,0
7000000,43,0.5541989,-0.33155054,-0.30184156,0.20352662,-0.77740246,-2.0191722,0
7000000,44,0.51818424,-0.33190426,-0.31944963,0.21216296,-0.77740246,-2.1312852,0
7000000,45,0.4821696,-0.33323804,-0.3371285,0.2201991,-0.77740246,-2.256456,0
7000000,46,0.4461549,-0.3355352,-0.35492918,0.22763501,-0.77740246,-2.3950682,0
7000000,47,0.41014022,-0.338782,-0.37290213,0.23447071,-0.77740246,-2.5476487,0
7000000,48,0.37412554,-0.34296396,-0.39109692,0.24070618,-0.77740246,-2.714836,0
7000000,49,0.33811086,-0.34806517,-0.40956235,0.2463413,-0.77740246,-2.897376,0
7000000,50,0.3020962,-0.35407156,-0.42834643,0.2513762,-0.77740246,-3.0961435,0
7000000,51,0.2660815,-0.36096504,-0.44749624,0.25581092,-0.77740246,-3.312094,0
