episode_id,step,cart_velocity,pole_angular_velocity,pole_angle,cart_position,motor_command,reward,done
21000000,0,0.1779427,0,-0.0027777776,0,0.3943497,-7.6154356E-05,0
21000000,1,0.18080597,-0.27572235,-0.027109573,0.0030134278,0.3943497,-0.76748616,0
21000000,2,0.18366925,-0.10433885,-0.03264492,0.006074585,0.3943497,-0.11940235,0
21000000,3,0.18653253,-0.106188774,-0.038278412,0.009183472,0.3943497,-0.12726404,0
21000000,4,0.18939582,-0.10824367,-0.044020917,0.012340087,0.3943497,-0.13636878,0
21000000,5,0.19225909,-0.11050452,-0.049883373,0.015544433,0.3943497,-0.14679235,0
21000000,6,0.19512238,-0.11297468,-0.055876873,0.01879651,0.3943497,-0.15862456,0
21000000,7,0.19798566,-0.11565648,-0.062012628,0.022096314,0.3943497,-0.17196257,0
21000000,8,0.20084894,-0.118552625,-0.06830204,0.025443848,0.3943497,-0.18691432,0
21000000,9,0.20371222,-0.12166641,-0.07475665,0.028839111,0.3943497,-0.20359986,0
21000000,10,0.2065755,-0.12499867,-0.08138805,0.032281984,0.3943497,-0.22214413,0
21000000,11,0.20943879,-0.1285573,-0.08820823,0.035772584,0.3943497,-0.24270196,0
21000000,12,0.21230206,-0.13234332,-0.09522927,0.039310914,0.3943497,-0.2654239,0
21000000,13,0.21516535,-0.13636106,-0.10246344,0.04289697,0.3943497,-0.29048207,0
21000000,14,0.21802862,-0.14061387,-0.10992324,0.04653076,0.8214774,-0.3180608,0
21000000,15,0.22801462,-0.147614,-0.1177544,0.050331056,0.8214774,-0.35601845,0
21000000,16,0.23800062,-0.15482423,-0.12596808,0.05429773,0.8214774,-0.39778998,0
21000000,17,0.2479866,-0.16225216,-0.13457584,0.058430787,0.8214774,-0.44370976,0
21000000,18,0.2579726,-0.16990638,-0.14358965,0.06273035,0.8214774,-0.4941407,0
21000000,19,0.26795858,-0.1777843,-0.1530214,0.06719629,0.95510066,-0.5494324,0
21000000,20,0.28021607,-0.18664669,-0.1629233,0.07186658,0.95510066,-0.61293113,0
21000000,21,0.29247355,-0.19572333,-0.17330675,0.07674109,0.95510066,-0.6824566,0
21000000,22,0.304731,-0.20501855,-0.18418331,0.081819944,0.95510066,-0.75848484,0
21000000,23,0.3169885,-0.21452889,-0.19556442,0.08710315,0.95510066,-0.84148735,0
21000000,24,0.32924598,-0.22424921,-0.20746121,0.09259058,0.95510066,-0.93195295,0
21000000,25,0.34150344,-0.23417799,-0.21988472,0.09828235,0.95510066,-1.0304115,0
